university,career,inscription_date,first_name,last_name,gender,age
universidad tecnológica nacional,licenciatura en psicología,2020-10-10,eileen,jimenez,female,27626
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-12-10,christina,ross,female,18366
universidad nacional de jujuy,licenciatura en psicología,2020-10-20,douglas,alvarez,male,42488
universidad tecnológica nacional,ingeniería mecánica,2020-11-09,carlos,chan,male,15227
universidad tecnológica nacional,licenciatura en administración,2021-01-02,cody,coleman,male,39712
universidad nacional de jujuy,diseño de imagen y sonido,2021-01-12,laurie,stevenson,female,26281
universidad tecnológica nacional,licenciatura en administración,2020-09-14,taylor,allen,female,6736
universidad nacional de jujuy,diseño industrial,2020-12-08,bruce,smith,male,8446
universidad nacional de jujuy,licenciatura en sociología,2021-01-18,todd,klein,male,37983
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-27,stacy,spears,female,13186
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-24,mark,cannon,male,12798
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-11-25,kara,lindsey,female,5299
universidad nacional de jujuy,licenciatura en psicología,2020-12-13,john,fowler,male,22040
universidad tecnológica nacional,agronomía,2020-10-17,robert,sanchez,male,37630
universidad nacional de jujuy,licenciatura en musicoterapia,2020-10-22,maria,holt,female,6916
universidad nacional de jujuy,medicina,2020-09-12,sarah,wilson,female,24295
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-12,tiffany,black,female,28936
universidad tecnológica nacional,licenciatura en administración,2020-09-19,kimberly,simmons,female,15521
universidad tecnológica nacional,licenciatura en ciencias de la educación,2021-01-21,sheila,contreras,female,30077
universidad tecnológica nacional,actuario,2020-10-12,joseph,stevens,male,26544
universidad nacional de jujuy,licenciatura en administración,2020-09-02,megan,fowler,female,35085
universidad nacional de jujuy,medicina,2020-12-26,jenny,ellis,female,11551
universidad tecnológica nacional,ingeniería mecánica,2020-10-13,dawn,patton,female,9046
universidad nacional de jujuy,bioquímica,2020-12-13,diane,mitchell,female,2624
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-09-07,samantha,baker,female,22357
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-12,april,jackson,female,5691
universidad tecnológica nacional,ingeniería mecánica,2021-01-06,katherine,bryant,female,23970
universidad nacional de jujuy,diseño industrial,2021-01-20,tina,bass,female,12336
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-09-23,shannon,miller,female,7936
universidad nacional de jujuy,bioquímica,2020-11-11,amanda,simpson,female,20524
universidad nacional de jujuy,bioquímica,2020-11-20,anna,decker,female,19445
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020-09-09,john,butler,male,19287
universidad nacional de jujuy,licenciatura en ciencia política,2020-09-11,cristian,nunez,male,7375
universidad nacional de jujuy,farmacia,2020-10-10,shannon,chandler,female,29521
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-10-20,brandi,phillips,female,8614
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-11-23,elizabeth,robinson,female,31861
universidad nacional de jujuy,licenciatura en ciencia política,2020-12-23,ricky,robinson,male,18132
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-15,timothy,sanchez,male,27067
universidad nacional de jujuy,contador público,2020-09-27,brenda,fernandez,female,34718
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-12,ashley,moore,female,11596
universidad nacional de jujuy,licenciatura en ciencia política,2020-12-17,samantha,hudson,female,13154
universidad tecnológica nacional,licenciatura en psicología,2020-10-08,lisa,booth,female,37769
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-11-07,jennifer,murphy,female,28197
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021-01-03,pamela,moore,female,33222
universidad tecnológica nacional,licenciatura en artes,2020-12-21,april,greene,female,13003
universidad tecnológica nacional,licenciatura en administración,2020-10-13,terri,rodriguez,female,34121
universidad nacional de jujuy,contador público,2020-09-02,lisa,boone,female,12580
universidad nacional de jujuy,contador público,2020-11-23,tracy,kemp,female,2288
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-23,matthew,garrett,male,27440
universidad tecnológica nacional,ingeniería electrónica,2020-11-27,lori,vasquez,female,26536
universidad nacional de jujuy,bioquímica,2021-01-20,benjamin,mccoy,male,32774
universidad nacional de jujuy,arquitectura,2021-01-09,laurie,williamson,female,41984
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020-10-14,bobby,leon,male,1272
universidad nacional de jujuy,ingeniería mecánica,2020-09-09,gary,reese,male,17794
universidad tecnológica nacional,licenciatura en psicología,2020-12-22,mary,lester,female,37183
universidad tecnológica nacional,licenciatura en psicología,2020-11-13,denise,chen,female,4915
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-11-03,eric,martinez,male,2058
universidad tecnológica nacional,licenciatura en ciencias de la educación,2021-01-15,carol,finley,female,15986
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-12-13,samuel,smith,male,27874
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021-01-29,albert,coleman,male,34738
universidad tecnológica nacional,licenciatura en administración,2020-09-20,michael,williams,male,34315
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-12-04,lisa,stone,female,4882
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-09-17,bryan,raymond,male,1296
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-11-12,scott,morales,male,5126
universidad tecnológica nacional,ingeniería electrónica,2020-09-26,jacqueline,mason,female,2622
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-09-22,jasmin,rocha,female,31912
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-10-19,jennifer,mitchell,female,19165
universidad nacional de jujuy,farmacia,2020-09-07,elizabeth,hawkins,female,5373
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-09-29,jeremy,stevens,male,597
universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020-09-30,julie,sloan,female,36703
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2021-01-20,kimberly,rodriguez,female,4226
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-11-05,christopher,williams,male,40292
universidad tecnológica nacional,contador público,2020-09-12,barbara,morales,female,25354
universidad nacional de jujuy,ingeniería en informática,2020-10-03,mark,perry,male,31683
universidad tecnológica nacional,licenciatura en musicoterapia,2020-11-05,mitchell,byrd,male,17761
universidad nacional de jujuy,farmacia,2020-11-23,lori,roberts,female,36244
universidad nacional de jujuy,arquitectura,2020-09-06,jessica,graves,female,4631
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021-01-20,james,knapp,male,33529
universidad nacional de jujuy,licenciatura en musicoterapia,2021-01-07,michael,hughes,male,29678
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-09-09,dalton,hodges,male,10395
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2021-01-08,meredith,gonzalez,female,33589
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-12-07,sarah,rose,female,17011
universidad nacional de jujuy,ingeniería mecánica,2021-01-11,matthew,murphy,male,38050
universidad tecnológica nacional,bioquímica,2020-10-15,amy,cannon,female,33101
universidad nacional de jujuy,licenciatura en artes,2020-12-17,frances,garcia,female,19498
universidad tecnológica nacional,técnico para bioterios,2020-12-17,charles,powell,male,2368
universidad tecnológica nacional,ingeniería mecánica,2020-11-13,lisa,garza,female,23499
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-10-11,stacy,ross,female,13399
universidad tecnológica nacional,licenciatura en artes,2020-11-20,jacob,simmons,male,41392
universidad nacional de jujuy,licenciatura en ciencias antropológicas,2021-01-19,christian,simmons,male,14710
universidad tecnológica nacional,agronomía,2021-01-25,gary,gonzalez,male,15823
universidad tecnológica nacional,contador público,2020-10-06,teresa,torres,female,28396
universidad tecnológica nacional,contador público,2020-12-25,sonya,macdonald,female,14939
universidad nacional de jujuy,bioquímica,2020-10-14,evan,sullivan,male,5402
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-12-24,jacob,booth,male,23337
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021-01-27,mary,moran,female,34337
universidad nacional de jujuy,ingeniería mecánica,2021-01-08,mitchell,erickson,male,7693
universidad tecnológica nacional,técnico para bioterios,2020-09-17,jessica,blevins,female,21889
universidad tecnológica nacional,bioquímica,2020-10-31,steven,smith,male,40884
universidad tecnológica nacional,licenciatura en psicología,2020-09-04,tracy,carlson,male,6652
universidad tecnológica nacional,arquitectura,2020-11-18,michael,hernandez,male,9047
universidad tecnológica nacional,ingeniería mecánica,2020-11-13,raymond,aguirre,male,34231
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-11-22,tyler,lawrence,male,20753
universidad tecnológica nacional,ingeniería en informática,2020-10-30,jessica,garcia,female,27059
universidad tecnológica nacional,agronomía,2020-09-26,megan,evans,female,12417
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-17,levi,reed,male,10935
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-18,margaret,williams,female,26229
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-03,jacob,moran,male,12536
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-10-24,cassandra,simpson,female,17032
universidad tecnológica nacional,contador público,2020-12-26,david,jones,male,9039
universidad nacional de jujuy,licenciatura en administración,2020-09-11,john,schmidt,male,21555
universidad tecnológica nacional,ciencias veterinarias,2020-11-08,kathleen,edwards,female,2519
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-11-16,brandon,harrison,male,29616
universidad nacional de jujuy,agronomía,2020-09-14,sara,wood,female,8311
universidad tecnológica nacional,medicina,2020-10-15,jack,williams,male,34204
universidad nacional de jujuy,ciencias veterinarias,2020-11-24,susan,becker,female,17911
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-11-05,matthew,white,male,18504
universidad nacional de jujuy,licenciatura en sociología,2020-11-28,heather,harrison,female,5384
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-13,susan,jackson,female,2530
universidad nacional de jujuy,farmacia,2021-01-15,jesse,carroll,male,33570
universidad nacional de jujuy,diseño industrial,2020-12-16,patricia,thompson,female,33895
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-10-30,craig,cummings,male,22652
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-11-16,terry,ochoa,male,8908
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-17,amber,mason,female,24407
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-10-26,courtney,flowers,female,28021
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-27,richard,ballard,male,38278
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-09-12,jeremy,buck,male,8988
universidad nacional de jujuy,técnico para bioterios,2020-12-11,nicholas,davila,male,39580
universidad nacional de jujuy,licenciatura en terapia ocupacional,2021-01-10,christopher,cooper,male,19955
universidad nacional de jujuy,contador público,2021-01-12,terry,anderson,male,26570
universidad nacional de jujuy,ingeniería en informática,2020-09-10,annette,powell,female,24798
universidad tecnológica nacional,agronomía,2020-09-10,bruce,ryan,male,6630
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-11-17,anthony,maynard,male,25713
universidad nacional de jujuy,licenciatura en musicoterapia,2020-12-02,travis,gray,male,33333
universidad nacional de jujuy,licenciatura en sociología,2020-10-30,karla,li,female,39936
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-11-19,cassandra,reid,female,10288
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-10-28,erica,sanford,female,22819
universidad nacional de jujuy,licenciatura en psicología,2020-12-25,allison,lynch,female,26232
universidad nacional de jujuy,licenciatura en musicoterapia,2020-12-16,hannah,zamora,female,11079
universidad tecnológica nacional,licenciatura en ciencia política,2020-11-08,brian,foster,male,30829
universidad tecnológica nacional,farmacia,2020-12-12,christopher,lee,male,26750
universidad nacional de jujuy,diseño de imagen y sonido,2021-01-15,samuel,clark,male,38406
universidad tecnológica nacional,licenciatura en psicología,2020-10-23,david,meadows,male,21469
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-04,matthew,carter,male,23318
universidad nacional de jujuy,técnico para bioterios,2020-11-24,lisa,coleman,female,25704
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-09-28,melanie,brown,female,23090
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-12-14,john,brown,male,40521
universidad nacional de jujuy,licenciatura en artes,2020-12-24,debra,nguyen,female,30606
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-13,april,fernandez,female,41682
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-15,robert,castillo,male,38834
universidad tecnológica nacional,ingeniería electrónica,2020-11-08,anthony,bowen,male,30700
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-04,nicole,stone,female,26657
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-12-14,carlos,price,male,28010
universidad nacional de jujuy,licenciatura en sociología,2020-09-04,collin,estrada,male,26375
universidad nacional de jujuy,licenciatura en psicología,2020-11-27,wayne,franklin,male,1852
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-11-21,cody,gonzalez,male,29166
universidad nacional de jujuy,licenciatura en psicología,2020-12-10,christie,taylor,female,22847
universidad tecnológica nacional,licenciatura en psicología,2020-11-07,alexander,brown,male,28807
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-11-08,billy,mack,male,2883
universidad nacional de jujuy,técnico para bioterios,2020-10-03,james,thomas,male,39745
universidad nacional de jujuy,licenciatura en ciencia política,2020-12-26,karl,reynolds,male,34898
universidad tecnológica nacional,actuario,2021-01-28,lauren,cunningham,female,17796
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-11-23,heather,webb,female,11794
universidad tecnológica nacional,farmacia,2020-10-03,jean,williams,female,32825
universidad nacional de jujuy,diseño industrial,2020-12-18,samuel,nash,male,14267
universidad nacional de jujuy,agronomía,2020-12-24,crystal,johnson,female,38834
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-09-10,matthew,butler,male,6760
universidad nacional de jujuy,técnico para bioterios,2020-12-29,gina,davis,female,27708
universidad tecnológica nacional,técnico para bioterios,2020-10-20,janice,weaver,female,7353
universidad nacional de jujuy,licenciatura en musicoterapia,2020-10-16,daniel,brown,male,39921
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020-10-05,luis,jackson,male,34718
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2021-01-25,phillip,santos,male,37438
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-12-30,eric,rhodes,male,13450
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-10-17,susan,hensley,female,8815
universidad tecnológica nacional,ingeniería electrónica,2020-12-24,chelsea,cooper,female,39909
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-20,joseph,lane,male,18911
universidad tecnológica nacional,licenciatura en artes,2020-10-30,melvin,williams,male,24334
universidad nacional de jujuy,bioquímica,2020-10-01,cindy,david,female,1141
universidad nacional de jujuy,licenciatura en sociología,2021-01-27,shawn,elliott,male,17137
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-09-06,nancy,hall,female,1181
universidad tecnológica nacional,arquitectura,2021-01-22,jordan,thompson,female,736
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-10-14,benjamin,holloway,male,39930
universidad tecnológica nacional,diseño de imagen y sonido,2021-01-29,matthew,fox,male,6878
universidad tecnológica nacional,bioquímica,2020-11-03,vicki,norman,female,35112
universidad tecnológica nacional,medicina,2021-01-11,nancy,villanueva,female,37523
universidad nacional de jujuy,arquitectura,2020-12-05,janet,gallegos,female,22620
universidad tecnológica nacional,licenciatura en sociología,2020-10-24,miguel,harris,male,20681
universidad nacional de jujuy,ingeniería en informática,2020-12-27,jessica,porter,female,19967
universidad tecnológica nacional,contador público,2021-01-20,jodi,hudson,female,14952
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2021-01-20,kristen,phillips,female,34577
universidad nacional de jujuy,diseño de imagen y sonido,2020-12-07,brandon,dawson,male,31888
universidad tecnológica nacional,ciencias veterinarias,2020-12-20,isabel,davis,female,37173
universidad tecnológica nacional,medicina,2020-09-15,charles,mckee,male,10826
universidad nacional de jujuy,licenciatura en psicología,2021-01-10,thomas,sawyer,male,17983
universidad nacional de jujuy,licenciatura en artes,2021-01-14,kelli,hoffman,female,20171
universidad tecnológica nacional,técnico para bioterios,2020-10-07,barry,mcdowell,male,31382
universidad tecnológica nacional,contador público,2020-10-06,phyllis,smith,female,38871
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-12-30,autumn,norman,female,28217
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-09-11,james,tucker,male,8982
universidad nacional de jujuy,técnico para bioterios,2021-01-06,victor,jacobs,male,39373
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-10-04,jonathan,howard,male,32288
universidad nacional de jujuy,licenciatura en ciencia política,2020-12-13,rhonda,dominguez,female,34606
universidad tecnológica nacional,licenciatura en sociología,2021-01-12,cynthia,lopez,female,22606
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-22,stacy,davis,female,8806
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-12-11,rachel,dean,female,41033
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2021-01-20,trevor,ingram,male,11482
universidad nacional de jujuy,licenciatura en ciencia política,2020-09-02,ryan,allen,male,5509
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-11-07,eric,west,male,21396
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-29,nancy,byrd,female,36961
universidad nacional de jujuy,bioquímica,2020-10-15,anna,mccann,female,8212
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-28,jimmy,wright,male,21548
universidad nacional de jujuy,ingeniería mecánica,2020-10-18,kendra,obrien,female,18691
universidad tecnológica nacional,ciencias veterinarias,2020-10-21,david,allen,male,10028
universidad tecnológica nacional,bioquímica,2020-12-02,thomas,baker,male,1755
universidad tecnológica nacional,ingeniería en informática,2020-11-07,timothy,anderson,male,7066
universidad nacional de jujuy,diseño industrial,2021-01-12,jennifer,quinn,female,9129
universidad tecnológica nacional,arquitectura,2021-01-25,elizabeth,norris,female,20987
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-12-08,laura,hernandez,female,33337
universidad tecnológica nacional,medicina,2020-10-03,terry,jones,male,9201
universidad tecnológica nacional,ingeniería mecánica,2020-09-01,billy,cooper,male,12545
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-12-11,jeffrey,castaneda,male,33117
universidad nacional de jujuy,contador público,2020-09-21,amy,kelly,female,13461
universidad tecnológica nacional,licenciatura en psicología,2020-11-12,lisa,griffin,female,928
universidad tecnológica nacional,contador público,2020-12-19,michelle,brewer,female,3708
universidad tecnológica nacional,actuario,2020-12-08,kayla,adams,female,34092
universidad nacional de jujuy,medicina,2021-01-12,peter,anthony,male,32462
universidad nacional de jujuy,actuario,2020-12-02,richard,day,male,9981
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-10-25,ryan,carter,male,35626
universidad tecnológica nacional,contador público,2020-11-27,christopher,torres,male,25825
universidad nacional de jujuy,diseño de imagen y sonido,2020-11-21,carl,garcia,male,38440
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-11-03,derek,bryant,male,11036
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-26,sara,anderson,female,38607
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-10-24,derrick,matthews,male,30925
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-09-08,david,douglas,male,7703
universidad tecnológica nacional,licenciatura en psicología,2020-12-11,sherry,campos,female,6020
universidad nacional de jujuy,agronomía,2020-10-26,lisa,jones,female,28576
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-11,audrey,jimenez,female,2004
universidad tecnológica nacional,ingeniería en informática,2020-09-25,mrs.,elizabeth,female,3628
universidad nacional de jujuy,medicina,2020-10-12,christopher,cooper,male,25783
universidad nacional de jujuy,arquitectura,2020-10-04,michele,hayes,female,25790
universidad nacional de jujuy,actuario,2020-09-07,jason,dickson,male,18331
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-12-20,chelsea,davis,female,22810
universidad nacional de jujuy,actuario,2020-10-07,diana,perez,female,1974
universidad nacional de jujuy,técnico para bioterios,2020-11-02,robert,johnson,male,28656
universidad tecnológica nacional,contador público,2020-12-17,keith,bell,male,4907
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-12-15,cindy,perry,female,33518
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-10-04,jessica,johnson,female,29729
universidad nacional de jujuy,licenciatura en ciencias de la computación,2021-01-30,brittany,rodriguez,female,28342
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-10-06,debbie,morrison,female,23178
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-11-02,elijah,price,male,1146
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-09-08,nathan,ramirez,male,10313
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-24,william,williams,male,39460
universidad nacional de jujuy,licenciatura en ciencias de la educación,2021-01-11,cody,frederick,male,37521
universidad nacional de jujuy,licenciatura en artes,2020-09-18,samantha,brooks,female,5555
universidad nacional de jujuy,farmacia,2020-11-13,scott,serrano,male,5256
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-07,kimberly,thompson,female,12705
universidad nacional de jujuy,bioquímica,2021-01-14,aaron,arnold,male,904
universidad nacional de jujuy,licenciatura en ciencia política,2020-11-29,patricia,norton,female,3766
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-11-06,jeanne,scott,female,25865
universidad nacional de jujuy,bioquímica,2020-12-04,peter,owen,male,32986
universidad nacional de jujuy,contador público,2021-01-15,james,guerrero,male,29203
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-11-29,matthew,padilla,male,35941
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-09-27,david,powell,male,3093
universidad tecnológica nacional,actuario,2020-11-29,ryan,williams,male,30901
universidad tecnológica nacional,diseño de imagen y sonido,2020-09-08,james,estrada,male,42404
universidad nacional de jujuy,ciencias veterinarias,2020-10-31,sara,black,female,1850
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-12-08,joseph,powell,male,7257
universidad nacional de jujuy,agronomía,2020-09-25,victoria,hawkins,female,41198
universidad nacional de jujuy,licenciatura en administración,2020-10-28,dakota,owens,male,27223
universidad nacional de jujuy,ingeniería electrónica,2021-01-15,fernando,cole,male,8493
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-17,bryan,mcdaniel,male,35152
universidad nacional de jujuy,contador público,2020-12-12,john,perez,male,27718
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2021-01-31,stacie,mcdowell,female,32589
universidad tecnológica nacional,actuario,2020-12-03,kelly,lopez,female,4339
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-09-09,francisco,oneal,male,8537
universidad tecnológica nacional,ingeniería mecánica,2020-10-13,tyler,miles,male,39762
universidad nacional de jujuy,ingeniería electrónica,2020-11-25,anna,kelly,female,29852
universidad tecnológica nacional,actuario,2020-10-03,sarah,livingston,female,19658
universidad nacional de jujuy,ingeniería en informática,2020-10-27,brittany,morgan,female,18754
universidad nacional de jujuy,licenciatura en ciencia política,2020-10-02,nicholas,davis,male,37510
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-11-29,brian,massey,male,14332
universidad tecnológica nacional,ciencias veterinarias,2020-10-08,robert,lopez,male,15117
universidad tecnológica nacional,licenciatura en psicología,2020-10-13,megan,werner,female,25917
universidad nacional de jujuy,ingeniería mecánica,2021-01-13,shawn,evans,male,25377
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-12-12,mrs.,brittany,female,888
universidad tecnológica nacional,licenciatura en psicología,2021-01-31,john,sanchez,male,23132
universidad tecnológica nacional,licenciatura en sociología,2021-01-13,mr.,christopher,male,20120
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-10-01,michael,bryant,male,29462
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-11-21,david,rivers,male,24150
universidad tecnológica nacional,licenciatura en ciencia política,2020-10-06,julia,gallegos,female,17936
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021-01-02,jacob,beck,male,35602
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-23,gina,oliver,female,17633
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-12-22,anthony,bauer,male,9927
universidad nacional de jujuy,licenciatura en ciencias ambientales,2021-01-27,francis,long,male,13548
universidad nacional de jujuy,ingeniería mecánica,2020-12-14,matthew,douglas,male,19610
universidad nacional de jujuy,licenciatura en ciencias biológicas,2021-01-16,randy,nguyen,male,12335
universidad tecnológica nacional,licenciatura en psicología,2021-01-13,eric,phillips,male,39195
universidad nacional de jujuy,ingeniería en informática,2020-10-27,joseph,williams,male,9678
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-09-29,monique,arroyo,female,34644
universidad nacional de jujuy,licenciatura en administración,2020-10-04,kyle,brown,male,29837
universidad tecnológica nacional,diseño industrial,2020-12-27,kimberly,wood,female,7776
universidad tecnológica nacional,licenciatura en musicoterapia,2020-11-17,nancy,myers,female,41555
universidad nacional de jujuy,ingeniería mecánica,2020-11-15,amy,lewis,female,9233
universidad tecnológica nacional,licenciatura en musicoterapia,2021-02-01,frank,hughes,male,39487
universidad tecnológica nacional,farmacia,2020-09-06,john,harrison,male,40552
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-10-20,robert,reed,male,41394
universidad nacional de jujuy,agronomía,2020-12-25,adam,jenkins,male,32414
universidad tecnológica nacional,ciencias veterinarias,2020-12-15,jonathan,huff,male,30906
universidad tecnológica nacional,actuario,2020-12-06,cory,perez,male,15137
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-09-15,mark,todd,male,21071
universidad nacional de jujuy,medicina,2020-10-26,matthew,yoder,male,25139
universidad tecnológica nacional,contador público,2020-12-09,sandra,silva,female,1010
universidad tecnológica nacional,licenciatura en musicoterapia,2021-01-02,lori,yates,female,7865
universidad tecnológica nacional,contador público,2020-10-27,michele,sherman,female,12003
universidad tecnológica nacional,licenciatura en psicología,2021-01-23,renee,george,female,3947
universidad tecnológica nacional,agronomía,2020-12-07,charles,bailey,male,16740
universidad nacional de jujuy,ciencias veterinarias,2021-01-21,marcus,santana,male,35286
universidad nacional de jujuy,licenciatura en psicología,2020-12-21,william,farmer,male,8478
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-09-03,eric,white,male,14540
universidad tecnológica nacional,agronomía,2020-12-29,lisa,morrison,female,6035
universidad tecnológica nacional,contador público,2021-01-11,mark,esparza,male,6041
universidad nacional de jujuy,licenciatura en psicología,2020-10-29,tiffany,graham,female,25881
universidad nacional de jujuy,ingeniería mecánica,2020-11-09,joseph,anderson,male,17027
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-14,jesus,carney,male,879
universidad nacional de jujuy,diseño de imagen y sonido,2020-11-10,heather,willis,female,2240
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-11-25,paige,maynard,female,9930
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-12-01,regina,reyes,female,584
